zip,totkbtu,custelec,custgas,avgkbtu
92304,0,0,0,0
92365,0,0,0,0
93101,0,0,0,0
93105,0,0,0,0
93110,0,0,0,0
93111,0,0,0,0
93117,0,0,0,0
93201,8291002.584,3670,0,27109.54523
93203,115425104.8,56723,0,24418.68833
93204,126680289.5,27732,27069,54816.22219
93206,16696103.77,6244,0,32087.32307
93210,110888253.1,51628,0,25773.97995
93212,112434386.6,51438,0,26229.88139
93219,3817319.803,1527,0,29998.58392
93224,5711662.359,2537,0,27016.14044
93230,36217187.84,10807,0,40215.25438
93234,76978873.15,17868,16851,51698.37015
93239,19666836.46,4506,3911,52375.0638
93240,0,0,0,0
93241,81324690.24,40910,0,23854.71237
93242,31297104.81,11574,0,32449.04594
93243,10207889.16,5223,0,23452.93316
93245,300088858.8,124884,0,28835.28959
93249,12969857.44,7110,0,21890.05475
93250,60036048.56,29447,0,24465.39826
93251,0,0,0,0
93252,26427761.07,6446,4555,49198.43823
93254,7559558.842,3594,0,25240.59714
93256,0,0,0,0
93263,146377791.5,68450,0,25661.55585
93266,10798834.56,4460,0,29055.16024
93268,303551280.5,64878,56547,56145.61741
93274,0,0,0,0
93276,0,0,0,0
93277,0,0,0,0
93280,147722584.7,72245,0,24536.93705
93286,12094168.82,4135,0,35097.95064
93287,0,0,0,0
93291,0,0,0,0
93292,5526314.825,2007,0,33042.24111
93301,309501011,68382,59492,54312.7158
93304,970885950,184334,177812,63203.92006
93305,647718559.5,127895,126172,60773.46819
93306,1360262171,261851,246178,62337.53565
93307,1259235752,262320,238568,57604.56324
93308,735943553.4,229544,70387,38473.33252
93309,1010027849,269501,146607,44973.24386
93311,789171327.8,186150,108202,50873.2524
93312,571662903.8,232625,0,29489.32766
93313,922040576.4,178028,170878,62150.26242
93314,325720091.4,107798,14360,36258.93891
93401,182490888.5,142462,0,15371.75291
93402,86610913.13,70712,0,14698.08459
93405,118197405.1,94449,0,15017.29887
93420,210612483.7,136190,0,18557.52849
93422,267744690.6,148691,0,21608.1423
93424,12635917.96,8315,0,18235.84072
93426,19729845.72,11493,0,20600.20436
93427,39910111.2,21153,0,22640.82326
93428,54599609.54,45815,0,14300.89085
93429,0,0,0,0
93430,29858907.58,25737,0,13921.85923
93432,18110859.58,8068,0,26937.32214
93433,73936888.37,64749,0,13702.80098
93434,23773994.46,22039,0,12944.68595
93435,0,0,0,0
93436,80845755.22,53882,0,18005.06779
93437,0,0,0,0
93440,13296129.84,7426,0,21485.80097
93441,14080591.43,5610,0,30118.91216
93442,78444866.59,68325,0,13777.36405
93444,121225025.7,89486,0,16256.17759
93445,36065077.98,29629,0,14606.66697
93446,395000447.9,214466,0,22101.43042
93449,74832432.24,55804,0,16091.84264
93450,8907858.102,2393,1488,44669.57678
93451,37903096.32,17487,0,26010.01634
93452,2841843.105,2684,0,12705.70688
93453,29114241.79,13992,0,24969.33259
93454,173621548.4,132304,0,15747.51014
93455,248535769.7,175958,0,16949.66547
93458,172217441.9,143382,0,14413.31062
93460,69028754.66,24426,0,33912.43167
93461,25475435.77,5533,3830,55251.26138
93463,74163434.1,37969,0,23439.15324
93465,87668994.37,42370,0,24829.54761
93516,34411373.72,0,8720,47355.10144
93523,15362627.45,0,4644,39696.71177
93526,0,0,0,0
93555,435412711.5,0,146230,35731.0575
93561,79833615.2,0,16648,57544.65296
93562,21317703.85,0,8226,31098.03625
93601,24596931.37,10563,0,27943.11999
93602,45233154.51,20950,0,25909.20545
93603,3712014.288,2486,0,17918.00944
93604,21152401.69,12559,0,20210.91013
93606,16886786.88,3502,3338,57864.48959
93608,7675053.012,3527,0,26113.02414
93609,49265981.77,17058,0,34657.74307
93610,317607729.9,66215,49667,57559.35602
93611,1110302569,195451,188387,68168.65009
93612,799015248.8,173976,161491,55112.10159
93614,149044346,57354,0,31184.08747
93615,33302829.9,16283,0,24543.0178
93616,18673067.92,7586,0,29538.20394
93618,217341312.3,96821,0,26937.29406
93619,740216180.2,150455,104424,59038.21184
93620,159544791.5,36103,25616,53029.87282
93621,6599317.356,3071,0,25786.97762
93622,130695899,29535,24685,53101.43178
93623,2590163.538,2406,0,12918.52139
93624,6426417.315,2444,0,31553.60384
93625,135211414,28511,20870,56909.15676
93626,24105501.08,8979,0,32215.8384
93627,0,0,0,0
93628,1894332.319,3050,0,7453.110763
93630,293331651.1,67068,51298,52483.74506
93631,166150043.3,66999,0,29758.66087
93633,1277771.974,2537,0,6043.856403
93635,769607888.8,153118,136329,60314.88568
93636,139761665.9,44879,0,37370.26206
93637,690327952.2,140760,121820,58851.48783
93638,587406460.7,150770,96903,46752.52059
93640,150811251.8,32123,29221,56337.6715
93641,5555522.758,3646,0,18284.77046
93643,41505816.29,19619,0,25387.1143
93644,112726728.6,48584,0,27842.92655
93645,5520258.274,2176,0,30442.60078
93646,57916310.16,29095,0,23887.11882
93647,69576417.04,32660,0,25563.90093
93648,90462074.55,43294,0,25073.79532
93650,72526576.11,13042,12741,66732.01298
93651,20465977.75,7253,0,33860.71046
93652,3955927.821,1544,0,30745.55301
93653,13355948.09,5480,0,29246.60166
93654,240259995.5,104970,0,27466.13267
93656,52054912.79,19259,0,32434.65151
93657,587411575.4,133017,88566,52992.76712
93660,54123207.2,12234,11487,53087.99137
93662,448246453.7,104329,70867,51557.64404
93664,5986561.55,3886,0,18486.55136
93665,11409884,2481,2181,55186.86338
93666,4244397.099,2014,0,25289.35709
93667,26227088.86,11245,0,27988.00056
93668,16622332.9,3926,2370,50806.92683
93669,3553322.405,2398,0,17781.42988
93673,4311633.35,2018,0,25639.04866
93675,45043872.78,18748,0,28831.1539
93701,179275128,41970,40555,51258.07807
93702,682158994.9,139304,137006,58762.90658
93703,602396032.4,121064,114838,59710.17304
93704,750083557.6,137364,134760,65526.64957
93705,762695092,147340,142034,62117.15152
93706,584122228,124654,97932,56231.38236
93710,656597047.2,134181,129025,58720.41918
93711,1207583025,193592,183890,74853.28059
93720,1221077518,217483,210600,67375.06018
93721,76578352.85,18570,16757,49485.20378
93722,1620994991,312777,306570,62191.08146
93723,184286621.7,36284,28331,60948.06141
93725,367427102.9,80043,61574,55084.45754
93726,862585394.4,175806,166449,58877.53964
93727,1403123018,274267,259950,61390.82068
93728,343045287.9,65003,62194,63328.51491
93730,318704502.4,49348,48735,77499.67636
93737,69947184.9,17073,8895,49163.37017
93741,0,0,0,0
93901,510787604.8,119328,108128,51366.41239
93905,616175812.7,154427,144534,47880.93891
93906,841700214.5,199872,186752,50534.35486
93907,335411008.9,84274,59848,47760.06961
93908,307087455.9,57113,36483,64522.07853
93920,6670719.832,3295,0,24293.97207
93921,120710259.2,22750,19893,63671.34551
93923,513427813.9,76679,64809,80349.68853
93924,157199059,30071,17364,62731.15985
93925,16675326.61,4669,2877,42857.9823
93926,111304479.3,26089,24129,51196.05012
93927,209027608.6,51238,46397,48954.51233
93930,197108691.7,47056,41538,50265.73232
93932,7894068.147,3262,0,29040.10355
93933,403544455.3,95735,92752,50582.68621
93940,704001395.8,160369,135644,52678.61463
93943,0,0,0,0
93950,403757955.4,87480,81969,55385.17907
93953,306985330.6,32590,32145,113035.4086
93954,2682148.052,1308,0,24606.86286
93955,494108514.1,107042,103176,55392.2962
93960,223318413.6,53129,48856,50439.8909
93962,16849864.89,3218,3224,62716.61871
94002,635850381.2,126910,112645,60122.9578
94005,97036523.21,22180,20499,52499.47153
94010,1400730161,203531,172673,82585.75808
94014,669919867.9,161780,140127,49691.17576
94015,965906912.4,220900,183156,52471.17677
94018,109289345.8,22364,19549,58642.11005
94019,302119164.7,57101,48026,63491.53213
94020,17267900.23,7963,0,26022.20303
94021,0,0,0,0
94022,744552199.8,88433,79405,101032.7185
94024,745782011.3,93687,90706,95524.28976
94025,1121222109,185316,173974,72603.90525
94027,529796437.8,29036,28354,218954.3069
94028,293564866.5,27699,26858,127180.7068
94030,490003498.4,100384,86620,58575.48993
94037,64137241.74,12705,9323,60578.26846
94038,56974081.21,12313,7173,55525.78369
94040,691613525.2,163548,118165,50745.72787
94041,296863015.1,75519,62855,47171.65457
94043,534610694.6,143676,100674,44651.35677
94044,789393619,168772,150821,56127.34001
94060,13479269.71,6471,0,24996.3277
94061,759689808.3,161134,146997,56575.75496
94062,901864976.8,118030,103065,91691.77092
94063,412221832.9,112691,82079,43895.80353
94065,256254223.9,61403,50525,50079.81184
94066,792076186.1,175835,136550,54055.87188
94070,786013516.4,144215,133519,65403.47534
94074,0,0,0,0
94080,1060371716,248642,209129,51175.82947
94085,349006480.7,103666,66960,40399.72381
94086,830137129.2,227062,146426,43871.91846
94087,1160754676,245617,205382,56710.47247
94089,288145918.1,59799,40377,57822.8903
94102,435095297.9,145726,64788,35828.49715
94103,405112584.3,157632,70147,30839.87395
94104,2851915.747,2953,0,11589.22755
94105,128947095.3,83820,2310,18460.57199
94107,425253006.2,169105,66551,30176.73087
94108,246583992.9,65584,42372,45117.83231
94109,1338497868,333622,235818,48144.23036
94110,1081111026,310883,267108,41730.5942
94111,16696789.61,11682,0,17151.29904
94112,1105816233,227739,221573,58267.55538
94114,783598909.1,202325,173403,46475.65506
94115,850302588.8,194695,129038,52408.28509
94116,762014756.3,163747,155526,55843.32584
94117,859908250.2,223070,190302,46258.56907
94118,897934880.1,208616,177485,51650.96906
94121,842044916.5,208859,178627,48379.71549
94122,1017051573,248754,223842,49063.00552
94123,746791086.1,169222,142874,52957.02115
94124,502239642.9,111448,95796,54077.91719
94127,504246825.9,82364,80529,73466.10061
94129,70074348.23,0,7812,107641.0879
94130,0,0,0,0
94131,624654748.9,144972,121755,51705.54994
94132,518886526.7,103199,71989,60336.22729
94133,451796133.1,143422,91964,37801.40841
94134,536210803.6,115348,105544,55783.62557
94158,50932638.94,49907,0,12246.61204
94301,0,0,0,0
94303,386941348,82982,68650,55955.46234
94305,134038100.8,10970,10255,146623.2644
94306,0,0,0,0
94401,561998406,140980,105107,47836.43689
94402,675101856.2,114580,103192,70703.63304
94403,876303793.5,194606,157734,54035.56685
94404,694366975.9,173133,115953,48127.18379
94501,849798449.6,0,233619,43650.47961
94502,202285842.1,0,60464,40146.70061
94503,358635351.7,64743,63948,66472.42513
94505,392043909,62958,62586,74724.84686
94506,829190889,99805,97624,99697.31645
94507,705012074.6,64651,63908,130858.6858
94508,74518806.92,11130,9012,80343.72714
94509,1364007717,267916,249247,61094.12132
94510,612779143.7,130943,122713,56156.87531
94511,31320945.44,12457,0,30171.89896
94512,0,0,0,0
94513,1352622608,243103,232315,66767.87739
94514,53740672.58,11393,8031,56603.88581
94515,161956505,31566,19632,61568.71506
94517,334829119.5,53032,48369,75764.62199
94518,608398331.8,117444,110859,62163.92477
94519,411311621.1,81218,78997,60771.49712
94520,611932557.8,153898,128123,47714.65967
94521,961988708.7,189974,182211,60765.49688
94523,806250280,168866,140469,57293.96895
94525,90168044.41,19278,18266,56127.01177
94526,1061392091,145752,141882,87386.14286
94528,62820311.69,4539,4433,166081.4585
94530,546867275.7,125515,116130,52283.84901
94531,941396782.1,154563,152866,73088.39363
94533,1479465141,283578,274480,62605.63827
94534,886125908.9,156083,150412,68127.28425
94535,0,0,0,0
94536,1277328888,286727,253311,53458.33024
94538,980457862.4,256339,184727,45898.18306
94539,1013617783,195405,185982,62247.19629
94541,1097786946,256779,228664,51302.65072
94542,312117625.5,58484,48642,64041.64397
94544,1163195775,263455,234413,52981.91078
94545,511887805.3,107736,105836,57015.79476
94546,940886958.2,197042,183758,57300.69477
94547,501213673.6,103187,97283,58288.0022
94548,10106923.89,3078,0,39403.21204
94549,971848685.5,125949,117668,92594.49639
94550,1179175820,211066,199699,67041.16174
94551,781660378.6,163518,150381,57363.25385
94552,313199648.8,59402,55233,63270.526
94553,1088772170,222866,209956,58623.86386
94555,609951639.9,136665,135780,53557.3825
94556,494176958.7,70841,65784,83710.33024
94558,1556710150,289061,243148,64624.84321
94559,581222210.1,125569,117105,55544.49363
94560,735286191.1,166586,155062,52966.24142
94561,814459678.3,155137,140144,62999.25962
94562,8001253.753,1503,0,63882.26549
94563,711799443.3,80735,78729,105797.8983
94564,402477469.1,82510,76992,58535.08216
94565,1679140357,339257,324192,59393.56973
94566,1094657272,182742,166749,71882.14674
94567,8734123.769,3565,0,29399.5751
94568,1163649498,251494,227344,55523.36823
94569,0,0,0,0
94571,244904007.8,55940,53725,52535.71852
94572,176620339.5,33221,34860,60798.73994
94573,10224311.8,2044,0,60025.31387
94574,274302222.3,44348,35298,74222.66319
94576,15391414.28,2434,1968,75882.07532
94577,880922957.6,196903,172152,53686.71626
94578,666283156.8,170976,127404,46763.27603
94579,405746819.8,76788,72866,63407.84808
94580,512052507.1,108991,99925,56377.40809
94582,885543985.3,168727,164250,62980.60075
94583,922625018.1,167949,155836,65921.79898
94585,587106527,116048,107134,60710.03657
94586,25340167.65,4454,3066,68271.66856
94587,1133012086,245864,218794,55299.45429
94588,730743139.4,140263,119592,62517.68231
94589,563635172.5,111241,104487,60801.52165
94590,743994446.1,170815,157134,52266.68239
94591,1142740162,231102,217497,59336.92456
94595,491753490.3,118749,82879,49693.40276
94596,559159342.5,113811,77122,58956.62203
94597,523913328.5,128315,98933,48996.29772
94598,788667525.3,124810,113788,75827.33998
94599,64638862.54,12592,11314,61599.93254
94601,717626812.2,176925,158924,48673.28951
94602,613745266.7,140780,131541,52315.26638
94603,508728011.4,114544,111989,53295.99225
94605,919308556.4,189907,180193,58090.02657
94606,629060815.2,176959,141509,42658.07211
94607,393619402.3,121644,70427,38829.96965
94608,497556662.1,167960,105979,35548.22544
94609,400597968.9,110951,101024,43327.01487
94610,656095797.4,179952,122092,43751.38686
94611,1062460477,198721,165650,64157.91852
94612,205594571.9,78210,29578,31545.00527
94613,0,0,0,0
94618,426322164.4,87416,83668,58523.22198
94619,531103159.4,111169,106696,57329.27266
94621,452934879.5,108966,95651,49879.94929
94702,329653674.3,86308,79979,45834.0373
94703,372153270.9,102437,95257,43595.95899
94704,271828021.6,96542,61441,33787.74274
94705,352773929.4,68055,61695,62203.91085
94706,314835771.1,83660,71642,45159.32647
94707,348645103.2,60040,59275,69682.56559
94708,349933148.8,55432,54485,75754.03712
94709,213416077.9,59988,48489,42691.75392
94710,126436790.7,37960,31603,39969.48072
94720,0,0,0,0
94801,465468190.5,114510,105446,48778.43233
94803,569907800,110858,107770,61690.57353
94804,738663137.1,171091,162615,51808.43905
94805,278526939.1,60227,59014,55495.43011
94806,1004521888,236153,220494,51044.29188
94901,924854641.9,177593,147304,62492.64162
94903,765402188.3,137523,119271,66787.56469
94904,292851197,42631,38114,82433.30825
94920,477632931.7,65690,58961,87252.17203
94922,6163747.24,2027,0,36489.87019
94923,25934132.62,15701,0,19821.00448
94924,5824082.189,3541,0,19737.07604
94925,253656372.4,44755,43585,68011.9868
94928,858104509.1,179127,153655,57485.77327
94929,7247586.733,4487,0,19382.89298
94930,23316753.45,2785,3937,71069.60664
94931,201636356.2,41657,37017,58084.74625
94933,6181336.83,3048,0,24335.97177
94937,5911617.271,4010,0,17690.62525
94938,0,0,0,0
94939,277803584.3,53327,44460,62513.22992
94940,0,0,0,0
94941,886114372.8,145005,130510,73331.07461
94945,455731767.9,80402,75038,68017.97487
94946,5190815.999,2082,0,29918.24783
94947,616665117.5,109750,100272,67425.79873
94949,426826310.1,77064,69038,66463.14389
94951,107335578.6,18224,14301,70677.51006
94952,777228365.8,149806,129333,62258.79063
94954,820958085.1,159669,150035,61699.49722
94956,1379184.236,844,0,19609.25454
94957,113304124.8,9215,9072,147547.4225
94960,433271931.1,67792,64276,76694.34702
94963,1454363.953,609,0,28657.41778
94964,0,0,0,0
94965,293115707.9,67423,47980,52168.97046
94970,12732034.58,7246,0,21085.3457
94971,4477023.267,2573,0,20880.01524
94972,0,0,0,0
94973,9423188.711,4017,0,28149.92894
95002,28570078.29,5037,4935,68064.51052
95003,580930480.6,123730,104795,56341.7584
95004,47021865.07,14228,5256,39658.58735
95005,142081431.5,25779,18227,66138.22016
95006,126310603.2,41205,7315,36785.03187
95007,21694637.15,3422,2713,76077.04438
95008,954907753.7,226152,177204,50668.98831
95010,215245157.3,54900,45531,47048.12182
95012,132438251.2,30006,23866,52964.70756
95013,0,0,0,0
95014,1228015408,250780,205447,58761.40401
95017,2872647.919,1685,0,20458.02673
95018,134361829.5,31001,15055,52009.35304
95019,69488759.04,18425,13315,45257.26505
95020,1103123677,213928,184528,61878.22131
95023,873036027.2,183561,162267,57073.30166
95030,514249097.2,61373,55641,100548.9249
95032,733233583,122656,109112,71735.61013
95033,98275558.15,35849,0,32896.50193
95035,1112957879,261537,228282,51065.4116
95037,1053924183,184973,158360,68372.62842
95039,13842025.08,2967,1580,55983.92348
95041,20212234.31,3852,3694,62966.46203
95043,5313209.52,2507,0,25432.19555
95044,4576326.825,2110,0,26026.50327
95045,66462846.78,16524,10001,48266.41015
95046,136571563.8,19361,15019,84647.42348
95050,442468824.7,0,127269,41719.71097
95051,708568711.6,0,179101,47475.02548
95054,250272170.7,0,75724,39660.68945
95060,818935120.1,186805,143522,52606.84372
95062,702100171.1,154008,141025,54706.26236
95064,13223881.82,4354,4302,36446.16027
95065,148328262.5,32550,22969,54683.23041
95066,327945463.3,58760,46077,66973.20557
95070,1035257395,130415,125310,95258.12785
95073,181693872,37265,26962,58508.69351
95075,12545697.36,2280,1835,66029.9861
95076,1070934075,259726,202015,49479.87069
95110,253402999.7,77270,48835,39353.3842
95111,749543991.9,164356,134477,54725.88712
95112,776074166.9,223872,150549,41599.17275
95113,33422024.19,14745,1610,27200.01969
95116,599511851.9,148755,129975,48362.3557
95117,516409762.8,134126,104064,46202.20654
95118,627239965.2,138097,120472,54504.29468
95119,192484562.9,37689,34897,61286.17779
95120,985119419.7,151589,143744,77983.4489
95121,564002956.4,109395,104167,61867.86852
95122,654181129.5,147007,121599,53399.99833
95123,1243381018,269759,227870,55310.74853
